cvss_score,exploit_available,patch_available,days_since_disclosure,exposure,category,attack_probability,attack_likelihood
3.9,1,0,149,External,Open Port / Unnecessary Service,0.6091349271329519,Medium
4.3,0,0,735,External,Cross-Site Scripting (XSS),0.4807238037734453,Medium
4.7,0,1,130,External,SQL Injection,0.27982695276173486,Low
7.5,1,1,791,External,Misconfigured Server,0.7629962121115069,High
1.4,1,1,747,Internal,Remote Code Execution,0.24395438999941088,Low
2.3,1,1,641,External,Insecure Direct Object Reference,0.525713822932693,Medium
6.6,0,1,784,Internal,Cross-Site Scripting (XSS),0.23298804204575663,Low
2.3,1,1,212,Internal,Insecure Direct Object Reference,0.35183579770591333,Medium
7.0,1,1,475,External,Insecure Direct Object Reference,0.8156144519144228,High
5.6,0,1,255,Internal,Weak Authentication,0.2511319053783771,Low
3.7,0,1,349,External,Open Port / Unnecessary Service,0.372650817982136,Medium
3.0,1,0,245,Internal,Remote Code Execution,0.464757273873188,Medium
6.0,0,1,90,External,Cross-Site Scripting (XSS),0.3785758480446791,Medium
5.8,1,1,633,External,SQL Injection,0.6194127479650651,Medium
3.4,0,1,364,Internal,Misconfigured Server,0.22333764536490108,Low
1.7,0,0,292,Internal,Open Port / Unnecessary Service,0.18787323569317071,Low
8.9,0,0,780,Internal,Sensitive Data Exposure,0.6229492467222788,Medium
4.8,1,1,676,Internal,Broken Access Control,0.44256463004546504,Medium
6.3,1,1,601,Internal,Cross-Site Scripting (XSS),0.5536342688437644,Medium
3.8,0,1,891,Internal,Outdated Software / Missing Patch,0.2223093394027325,Low
1.8,0,0,170,Internal,Misconfigured Server,0.2588530293745136,Low
9.6,0,1,645,Internal,Cross-Site Scripting (XSS),0.5566800658963544,Medium
2.8,0,0,618,External,Misconfigured Server,0.3756036654558375,Medium
1.8,0,1,189,Internal,Outdated Software / Missing Patch,0.032485804407520594,Low
1.6,0,1,57,External,Remote Code Execution,0.13597439275689582,Low
9.8,0,0,756,Internal,Weak Authentication,0.6474361584362257,Medium
1.1,0,1,646,Internal,Weak Authentication,0.07858917734454832,Low
7.4,0,1,372,External,Outdated Software / Missing Patch,0.46879282096648134,Medium
2.7,0,0,368,External,Cross-Site Scripting (XSS),0.38687244411266003,Medium
3.4,0,1,495,External,SQL Injection,0.20005457636953985,Low
5.9,0,1,867,External,SQL Injection,0.37483501538245767,Medium
3.0,0,0,382,External,Remote Code Execution,0.4504123365658578,Medium
9.5,1,1,542,External,Misconfigured Server,0.8748127388037091,High
5.6,0,1,190,Internal,Insecure Direct Object Reference,0.26745953021017177,Low
4.5,0,1,479,External,Weak Authentication,0.32642676558989436,Low
5.0,1,0,605,External,Remote Code Execution,0.7853783635547177,High
3.3,0,0,302,External,Weak Authentication,0.5015730440544773,Medium
9.5,1,1,442,External,Misconfigured Server,0.788192143757099,High
8.6,0,1,107,External,Weak Authentication,0.5410362880135591,Medium
9.7,1,0,404,Internal,Insecure Direct Object Reference,0.7845352580262622,High
8.1,0,1,735,Internal,Remote Code Execution,0.4207139250728083,Medium
4.5,1,1,899,Internal,Cross-Site Scripting (XSS),0.5004731837697027,Medium
4.7,1,1,53,External,Cross-Site Scripting (XSS),0.604413446686877,Medium
4.3,0,1,96,External,Weak Authentication,0.3020425659954673,Low
9.3,0,1,138,Internal,SQL Injection,0.42268740395731114,Medium
1.9,1,1,393,Internal,Cross-Site Scripting (XSS),0.32391877536060887,Low
3.9,1,1,301,External,Open Port / Unnecessary Service,0.5822023932671506,Medium
3.7,1,1,424,External,Weak Authentication,0.5841798666884441,Medium
1.9,1,1,531,External,Remote Code Execution,0.5450147759825714,Medium
3.9,1,1,549,External,Insecure Direct Object Reference,0.5741841334220388,Medium
3.4,1,1,866,External,Weak Authentication,0.5822401009392426,Medium
9.6,1,1,364,External,Weak Authentication,0.9031205673107774,High
2.4,0,1,504,External,Broken Access Control,0.2723836402190155,Low
7.6,1,1,128,External,Insecure Direct Object Reference,0.7333129000860025,High
1.2,0,1,683,External,Broken Access Control,0.2824579518148275,Low
4.5,0,0,48,External,Weak Authentication,0.4660929759120806,Medium
3.3,0,1,707,External,Misconfigured Server,0.3396399089718246,Low
3.2,0,1,425,External,Misconfigured Server,0.3259208853694861,Low
1.1,1,0,611,Internal,Misconfigured Server,0.3687934291508069,Medium
5.7,0,1,285,External,Weak Authentication,0.4427435157828632,Medium
3.2,0,1,359,External,Insecure Direct Object Reference,0.3776343428046247,Medium
9.7,1,1,228,External,Outdated Software / Missing Patch,0.8756624888870809,High
6.0,1,1,840,External,Open Port / Unnecessary Service,0.6363578136254013,Medium
7.5,0,1,313,External,Misconfigured Server,0.5166519037719056,Medium
8.3,0,0,150,External,SQL Injection,0.5841970874120528,Medium
1.7,1,1,546,Internal,Sensitive Data Exposure,0.34316635206521967,Low
5.7,0,1,605,Internal,Cross-Site Scripting (XSS),0.2943065971156631,Low
2.8,1,0,84,External,Open Port / Unnecessary Service,0.568815140530688,Medium
7.8,0,0,484,Internal,Misconfigured Server,0.5424941608972893,Medium
7.3,0,1,235,External,Cross-Site Scripting (XSS),0.4859724726237062,Medium
2.7,1,0,173,External,Remote Code Execution,0.6686314306081396,High
2.6,0,0,449,Internal,Cross-Site Scripting (XSS),0.2716184373764867,Low
8.9,1,0,867,Internal,Insecure Direct Object Reference,0.8638345002321256,High
9.8,0,1,358,Internal,Broken Access Control,0.5184773076028948,Medium
2.5,0,1,415,External,Insecure Direct Object Reference,0.2098975460413129,Low
8.0,1,1,415,External,Insecure Direct Object Reference,0.7832961007037806,High
3.4,1,0,878,External,Cross-Site Scripting (XSS),0.5931575019456568,Medium
4.1,0,0,412,External,Insecure Direct Object Reference,0.4332000398064785,Medium
1.6,0,1,452,Internal,Remote Code Execution,0.1310322454158024,Low
9.6,1,0,460,External,Sensitive Data Exposure,1.0,High
5.6,0,1,500,External,Broken Access Control,0.4924690756885005,Medium
10.0,0,1,631,Internal,Sensitive Data Exposure,0.464466673073071,Medium
1.4,0,1,807,External,Outdated Software / Missing Patch,0.27213153738922674,Low
1.1,0,1,703,External,Cross-Site Scripting (XSS),0.24173923709715336,Low
2.4,1,0,521,External,Remote Code Execution,0.6986287850332421,High
1.8,0,0,686,External,Insecure Direct Object Reference,0.44687611064546917,Medium
4.6,0,1,897,External,Insecure Direct Object Reference,0.38725666839935485,Medium
5.2,1,1,286,Internal,Weak Authentication,0.6874706372522068,High
2.1,1,0,695,External,Remote Code Execution,0.6313090744021419,Medium
5.7,1,0,705,Internal,Sensitive Data Exposure,0.6257222450019511,Medium
6.6,1,1,19,Internal,Sensitive Data Exposure,0.5764475573929164,Medium
8.4,1,1,612,Internal,SQL Injection,0.698359619252892,High
6.0,0,1,340,External,Sensitive Data Exposure,0.4646696016269967,Medium
1.9,1,0,788,External,Misconfigured Server,0.5952939461022348,Medium
1.6,0,0,716,External,Insecure Direct Object Reference,0.43396782635364806,Medium
2.1,0,1,76,External,Outdated Software / Missing Patch,0.25001341541696287,Low
9.5,1,1,655,External,Insecure Direct Object Reference,0.939412397222992,High
2.6,0,1,527,External,SQL Injection,0.36460587085348417,Medium
7.2,1,0,629,External,Misconfigured Server,0.7940016829777515,High
3.2,0,1,802,External,Remote Code Execution,0.2883398992090134,Low
2.1,0,1,395,External,Cross-Site Scripting (XSS),0.21523278755392336,Low
3.6,0,1,76,External,Cross-Site Scripting (XSS),0.32757610025178935,Low
2.5,1,0,653,Internal,Sensitive Data Exposure,0.5003834839028177,Medium
5.7,0,0,196,External,Misconfigured Server,0.5297676508655884,Medium
9.2,0,0,741,External,Broken Access Control,0.6635311261975251,High
2.8,1,1,223,Internal,Open Port / Unnecessary Service,0.4087462571846592,Medium
5.0,0,1,300,External,Cross-Site Scripting (XSS),0.46092189715507964,Medium
8.2,1,0,537,External,Outdated Software / Missing Patch,0.8311535976010463,High
6.4,1,1,334,Internal,Sensitive Data Exposure,0.5458657933731773,Medium
4.3,0,1,204,Internal,Cross-Site Scripting (XSS),0.2163836210584963,Low
8.0,0,0,261,External,SQL Injection,0.6171474710709822,Medium
3.7,0,1,216,External,Outdated Software / Missing Patch,0.3177936277620553,Low
4.4,0,0,129,Internal,Outdated Software / Missing Patch,0.39277986589393027,Medium
3.8,1,1,90,External,Weak Authentication,0.6393533752392403,Medium
6.1,1,0,279,Internal,Outdated Software / Missing Patch,0.6816697471663076,High
1.4,0,1,608,Internal,Remote Code Execution,0.057917799608204805,Low
5.1,0,1,256,Internal,Insecure Direct Object Reference,0.3550025582208149,Medium
8.6,1,1,809,External,Open Port / Unnecessary Service,0.8492395775805638,High
4.0,0,1,278,External,SQL Injection,0.3157956473024114,Low
4.8,0,0,190,Internal,Remote Code Execution,0.3089366914821137,Low
2.4,0,1,899,Internal,Remote Code Execution,0.13272801348655938,Low
9.2,0,1,69,External,SQL Injection,0.6731601655313999,High
6.9,0,0,582,External,Sensitive Data Exposure,0.6023926821171705,Medium
5.1,1,1,641,External,Outdated Software / Missing Patch,0.6675770952582485,High
3.5,1,0,688,External,Outdated Software / Missing Patch,0.5873916142563099,Medium
5.7,1,1,671,Internal,Cross-Site Scripting (XSS),0.579968290391641,Medium
4.2,0,1,197,External,Sensitive Data Exposure,0.2963696465901849,Low
1.2,0,1,708,Internal,Misconfigured Server,0.036185501646013515,Low
4.6,0,0,347,Internal,Broken Access Control,0.35625566267597825,Medium
6.3,0,1,877,Internal,Cross-Site Scripting (XSS),0.28840179636289875,Low
3.7,0,0,555,Internal,Broken Access Control,0.3384750808586294,Low
1.8,0,1,834,External,Sensitive Data Exposure,0.3327779877307581,Low
6.0,1,1,756,External,Outdated Software / Missing Patch,0.6218802539754562,Medium
7.9,0,1,771,External,Misconfigured Server,0.5408778315899184,Medium
1.8,1,1,632,Internal,Cross-Site Scripting (XSS),0.2867702126655532,Low
1.4,0,1,615,Internal,Misconfigured Server,0.09341996752592882,Low
3.5,1,0,114,Internal,Broken Access Control,0.5587932322586445,Medium
1.6,1,0,426,Internal,Open Port / Unnecessary Service,0.3768252983714055,Medium
7.7,1,1,357,External,SQL Injection,0.8557913238702789,High
9.9,0,0,788,Internal,Sensitive Data Exposure,0.5730457208338097,Medium
6.9,1,0,570,External,Insecure Direct Object Reference,0.7822882766646845,High
3.7,1,0,633,External,Weak Authentication,0.6947007990676239,High
2.7,1,0,750,Internal,Misconfigured Server,0.5520054030529118,Medium
7.1,1,1,670,External,Remote Code Execution,0.6870755574208242,High
7.9,0,1,66,External,Open Port / Unnecessary Service,0.508453368609252,Medium
3.1,0,1,31,Internal,Outdated Software / Missing Patch,0.07173159740858327,Low
9.8,0,0,824,Internal,Weak Authentication,0.6461550863540029,Medium
6.6,1,1,330,External,Open Port / Unnecessary Service,0.7222269779749655,High
3.9,1,0,646,External,Cross-Site Scripting (XSS),0.689254646173219,High
8.8,0,1,649,Internal,Misconfigured Server,0.48292987927460934,Medium
3.6,0,1,501,External,Misconfigured Server,0.27450277035344184,Low
2.9,1,1,829,Internal,Sensitive Data Exposure,0.4059712158752682,Medium
6.6,1,0,429,Internal,Cross-Site Scripting (XSS),0.7622092616837386,High
3.5,0,0,480,External,Outdated Software / Missing Patch,0.4270133476434632,Medium
1.5,0,1,155,Internal,Cross-Site Scripting (XSS),0.14298915765398182,Low
2.8,0,1,391,Internal,SQL Injection,0.15650901973829556,Low
10.0,1,0,675,External,Weak Authentication,0.9515187519157633,High
8.6,1,0,613,External,Cross-Site Scripting (XSS),0.9077444869998517,High
8.8,1,0,894,Internal,Insecure Direct Object Reference,0.7985133687449864,High
7.2,1,1,147,External,SQL Injection,0.7106659808845216,High
4.7,1,0,353,Internal,Sensitive Data Exposure,0.5388760246230991,Medium
2.4,0,0,771,External,Outdated Software / Missing Patch,0.3607137494284758,Medium
2.3,0,0,633,External,SQL Injection,0.3134432698284819,Low
9.5,0,1,306,External,Broken Access Control,0.5989551634969427,Medium
4.1,0,1,379,External,Sensitive Data Exposure,0.3741595978007976,Medium
5.2,0,1,715,Internal,Sensitive Data Exposure,0.3100872173246585,Low
7.0,0,1,214,External,Insecure Direct Object Reference,0.3855095766023422,Medium
9.8,0,0,790,Internal,Weak Authentication,0.6240822749653598,Medium
3.7,0,1,395,Internal,Cross-Site Scripting (XSS),0.18648914080651918,Low
8.1,0,1,392,External,Remote Code Execution,0.4637469801844155,Medium
2.7,0,1,53,Internal,Insecure Direct Object Reference,0.12823620006684974,Low
5.0,0,0,869,Internal,Open Port / Unnecessary Service,0.4129075183359318,Medium
4.0,1,0,54,External,Open Port / Unnecessary Service,0.7080210365591253,High
3.8,1,0,574,External,Outdated Software / Missing Patch,0.7380552507705063,High
7.7,1,0,313,External,Cross-Site Scripting (XSS),0.9100556106442163,High
2.9,0,1,329,Internal,Outdated Software / Missing Patch,0.19247564052077523,Low
1.3,0,1,356,Internal,Sensitive Data Exposure,0.07540527533532375,Low
2.8,0,1,175,External,Misconfigured Server,0.18051069179749485,Low
5.9,0,1,365,External,SQL Injection,0.39671619915662054,Medium
5.5,0,1,746,External,Insecure Direct Object Reference,0.4556742513635409,Medium
3.5,1,1,664,External,Outdated Software / Missing Patch,0.5698452478201662,Medium
6.8,0,0,16,Internal,Misconfigured Server,0.4401079993043359,Medium
1.7,0,0,678,External,Outdated Software / Missing Patch,0.4030075719158378,Medium
3.8,1,1,198,External,Insecure Direct Object Reference,0.583367780566458,Medium
8.8,0,1,315,External,Cross-Site Scripting (XSS),0.6564593551184057,High
5.4,0,0,838,Internal,Remote Code Execution,0.3397789084779818,Low
2.6,0,1,611,External,Sensitive Data Exposure,0.34649736107413576,Low
4.9,0,0,285,External,Misconfigured Server,0.4617040331606701,Medium
7.6,0,1,412,External,Misconfigured Server,0.474865573183333,Medium
5.7,1,1,349,External,Remote Code Execution,0.7043296523851398,High
1.1,0,1,899,External,Insecure Direct Object Reference,0.21766375597684604,Low
7.4,0,1,338,External,Broken Access Control,0.5437422268635835,Medium
4.6,0,1,757,External,Broken Access Control,0.3397408711946444,Low
6.3,0,1,547,Internal,Broken Access Control,0.31466808559168385,Low
8.4,0,0,736,Internal,Cross-Site Scripting (XSS),0.47574239277371333,Medium
8.9,0,0,622,Internal,Misconfigured Server,0.5223316525747449,Medium
3.7,0,1,385,External,Cross-Site Scripting (XSS),0.31831832180638864,Low
2.8,1,1,288,Internal,Cross-Site Scripting (XSS),0.3346015309448325,Low
9.5,0,1,552,Internal,SQL Injection,0.4899806499817565,Medium
5.5,1,0,842,External,Broken Access Control,0.7310656007177375,High
2.0,0,0,185,External,Misconfigured Server,0.3003232994299815,Low
4.9,0,1,219,External,Insecure Direct Object Reference,0.4263042250997795,Medium
6.0,0,1,290,Internal,Weak Authentication,0.3338481286615011,Low
2.3,1,1,320,External,Weak Authentication,0.5537500415448167,Medium
8.6,0,1,758,External,Weak Authentication,0.5952131406598941,Medium
3.0,0,1,471,External,Outdated Software / Missing Patch,0.42418029334702967,Medium
5.3,0,1,560,External,Sensitive Data Exposure,0.35824084048802035,Medium
5.5,0,0,795,External,Sensitive Data Exposure,0.5036172575996734,Medium
6.1,1,0,225,Internal,Open Port / Unnecessary Service,0.5864361272986782,Medium
2.1,0,1,819,Internal,Remote Code Execution,0.1840729416224388,Low
8.3,1,1,528,External,Remote Code Execution,0.8163838306795438,High
4.5,0,0,515,External,Sensitive Data Exposure,0.5358104077446936,Medium
4.1,0,1,289,Internal,Broken Access Control,0.2483436721682143,Low
7.8,1,1,243,External,Outdated Software / Missing Patch,0.7524187521110102,High
2.4,0,1,884,Internal,Open Port / Unnecessary Service,0.11534127768724581,Low
8.7,0,1,566,External,Remote Code Execution,0.5225219461791879,Medium
8.2,1,1,720,External,Open Port / Unnecessary Service,0.9187836855813212,High
3.1,1,0,790,Internal,Remote Code Execution,0.5809800562392775,Medium
3.1,1,0,73,External,Weak Authentication,0.6724321560150724,High
2.4,0,1,514,Internal,Outdated Software / Missing Patch,0.1188390334545429,Low
1.1,0,0,523,External,SQL Injection,0.3178856470174743,Low
6.6,0,0,619,External,Sensitive Data Exposure,0.5634342821007274,Medium
4.7,0,0,691,External,Sensitive Data Exposure,0.4829496474609925,Medium
9.2,0,0,719,Internal,Cross-Site Scripting (XSS),0.4330194760143688,Medium
4.0,1,0,182,Internal,Remote Code Execution,0.5363011402795462,Medium
1.1,1,1,441,External,Weak Authentication,0.4541433166632939,Medium
3.0,0,1,897,External,Weak Authentication,0.3485811494966893,Low
3.0,1,1,575,Internal,Cross-Site Scripting (XSS),0.4266864226029207,Medium
5.0,1,1,756,External,Broken Access Control,0.708935899666275,High
3.1,0,0,870,Internal,Broken Access Control,0.28645086931170327,Low
3.6,0,1,441,External,Open Port / Unnecessary Service,0.3756215896138451,Medium
9.3,1,1,421,External,Open Port / Unnecessary Service,0.7131167378144532,High
6.5,0,0,657,Internal,Insecure Direct Object Reference,0.37321614577128326,Medium
1.1,1,0,703,External,Insecure Direct Object Reference,0.6741276954086854,High
2.8,1,0,505,External,Sensitive Data Exposure,0.5923796106696557,Medium
3.2,0,0,500,Internal,Weak Authentication,0.25711253932651695,Low
10.0,0,1,870,External,Cross-Site Scripting (XSS),0.682963510088063,High
3.0,0,1,694,External,Cross-Site Scripting (XSS),0.27871957548495785,Low
3.5,0,1,881,Internal,Open Port / Unnecessary Service,0.24186316920398257,Low
2.5,0,0,391,External,Cross-Site Scripting (XSS),0.31210939992289555,Low
5.6,1,1,348,External,Outdated Software / Missing Patch,0.5749580241466863,Medium
3.6,0,1,848,External,Insecure Direct Object Reference,0.29193849604708494,Low
3.0,0,0,96,External,Weak Authentication,0.30693996263345125,Low
2.6,1,1,324,External,SQL Injection,0.5334070312603114,Medium
4.7,1,1,674,Internal,Remote Code Execution,0.482347477797717,Medium
4.7,1,0,406,External,Weak Authentication,0.7497694351277714,High
6.0,1,1,545,External,Sensitive Data Exposure,0.647783054273456,Medium
6.1,0,0,789,External,Open Port / Unnecessary Service,0.6947712019049488,High
5.1,0,0,518,External,Insecure Direct Object Reference,0.5027967363614013,Medium
2.5,1,1,306,Internal,Remote Code Execution,0.37650413056481036,Medium
9.3,1,1,854,External,SQL Injection,0.8880274512417115,High
6.6,0,1,234,External,Insecure Direct Object Reference,0.44712001231643644,Medium
1.4,0,0,702,External,Remote Code Execution,0.3197239608020433,Low
3.7,0,0,298,External,Misconfigured Server,0.4366454827228216,Medium
5.5,0,0,771,External,Outdated Software / Missing Patch,0.5855722123376788,Medium
6.6,1,0,670,Internal,Remote Code Execution,0.7168101748266743,High
8.5,1,1,525,Internal,Sensitive Data Exposure,0.7080706843601944,High
6.9,0,1,586,Internal,Outdated Software / Missing Patch,0.3141665206443515,Low
1.0,0,1,278,Internal,Misconfigured Server,0.021029358856966676,Low
9.9,1,0,781,External,Misconfigured Server,1.0,High
7.6,0,1,225,Internal,Cross-Site Scripting (XSS),0.341905511739905,Low
7.4,1,1,849,Internal,SQL Injection,0.6534513539643134,High
1.4,0,0,16,External,Insecure Direct Object Reference,0.35018498083267124,Medium
6.9,0,0,220,Internal,Open Port / Unnecessary Service,0.49314733982067305,Medium
8.8,0,1,406,External,Sensitive Data Exposure,0.500394143881312,Medium
6.5,1,0,149,External,Open Port / Unnecessary Service,0.7761743163158177,High
9.8,0,0,673,External,Broken Access Control,0.7061242236381259,High
3.3,0,0,268,Internal,Misconfigured Server,0.24773485450992808,Low
1.2,0,1,140,Internal,SQL Injection,0.0,Low
5.1,0,1,686,External,Remote Code Execution,0.4122313063662705,Medium
5.0,0,0,303,Internal,Outdated Software / Missing Patch,0.19657466998955894,Low
1.9,1,0,391,External,Cross-Site Scripting (XSS),0.6215768921171327,Medium
5.0,0,0,321,Internal,Cross-Site Scripting (XSS),0.36917571909685215,Medium
8.2,1,1,295,External,Misconfigured Server,0.8147600058924934,High
6.6,0,0,634,External,Misconfigured Server,0.52146813902995,Medium
2.2,0,0,812,External,Outdated Software / Missing Patch,0.4413635020289047,Medium
6.9,0,0,495,External,Cross-Site Scripting (XSS),0.5443046365425177,Medium
5.3,0,0,36,External,Sensitive Data Exposure,0.4286586423743304,Medium
8.9,1,1,743,Internal,Misconfigured Server,0.6422863291137729,Medium
6.9,1,0,787,Internal,Sensitive Data Exposure,0.6613703091475095,High
1.4,0,1,116,External,Remote Code Execution,0.22761991636166823,Low
9.6,1,1,767,Internal,Sensitive Data Exposure,0.7654116463138578,High
7.8,1,1,668,External,Cross-Site Scripting (XSS),0.6826083088375472,High
9.6,0,1,162,Internal,Weak Authentication,0.41353614811687384,Medium
2.0,1,1,771,External,Weak Authentication,0.57753191589795,Medium
4.0,0,1,354,External,Open Port / Unnecessary Service,0.359476413804869,Medium
6.3,1,0,286,Internal,Outdated Software / Missing Patch,0.6744775533622366,High
6.0,1,1,476,Internal,Weak Authentication,0.4712108959652705,Medium
6.7,1,0,865,Internal,Cross-Site Scripting (XSS),0.7469924262124109,High
4.8,0,0,257,Internal,Open Port / Unnecessary Service,0.25183056905286916,Low
4.6,0,1,33,Internal,Misconfigured Server,0.21833690653479088,Low
1.8,1,1,316,Internal,SQL Injection,0.4166184250999552,Medium
2.3,1,1,692,Internal,Misconfigured Server,0.4859119639367927,Medium
7.9,1,0,402,Internal,Cross-Site Scripting (XSS),0.7534101608356489,High
8.0,1,1,243,Internal,Sensitive Data Exposure,0.6675484600979147,High
4.1,0,1,638,Internal,Insecure Direct Object Reference,0.1896278627358566,Low
1.6,1,1,115,Internal,Open Port / Unnecessary Service,0.304316682277093,Low
9.2,1,1,564,External,Open Port / Unnecessary Service,0.9038045019027119,High
9.4,1,1,586,External,Weak Authentication,0.8556358746791788,High
6.8,0,0,716,External,Remote Code Execution,0.5894120865847279,Medium
9.6,0,1,40,Internal,Sensitive Data Exposure,0.3636943172128686,Medium
2.3,1,0,532,External,Insecure Direct Object Reference,0.6405851044502926,Medium
7.1,0,1,146,External,Outdated Software / Missing Patch,0.509904281465243,Medium
3.0,1,1,857,Internal,Cross-Site Scripting (XSS),0.39290263734908887,Medium
8.0,0,0,363,External,Misconfigured Server,0.6048126755442299,Medium
6.1,0,1,6,External,Misconfigured Server,0.503856163134378,Medium
4.7,0,0,337,Internal,Open Port / Unnecessary Service,0.3391355296796653,Low
7.1,0,1,662,External,Cross-Site Scripting (XSS),0.4918480954985277,Medium
7.6,0,0,680,External,Outdated Software / Missing Patch,0.5729286383108109,Medium
3.4,1,0,534,External,Cross-Site Scripting (XSS),0.6516877151026143,High
5.2,0,1,410,Internal,Cross-Site Scripting (XSS),0.24427796522570225,Low
4.5,0,1,26,External,SQL Injection,0.42240083700513037,Medium
6.8,1,1,582,External,Remote Code Execution,0.7078085984242211,High
4.2,0,1,285,External,Misconfigured Server,0.44455012170663605,Medium
1.8,1,0,42,Internal,Remote Code Execution,0.3868989424857903,Medium
2.2,1,1,2,External,Broken Access Control,0.48123177086980845,Medium
3.4,1,1,662,External,Insecure Direct Object Reference,0.6319549601733238,Medium
1.1,1,1,805,External,Cross-Site Scripting (XSS),0.48221247566546804,Medium
5.8,0,1,390,Internal,Cross-Site Scripting (XSS),0.24115356454663633,Low
7.2,0,0,676,Internal,Broken Access Control,0.4549633849814719,Medium
8.3,1,0,840,Internal,Insecure Direct Object Reference,0.7926022913381133,High
6.7,0,1,707,External,Outdated Software / Missing Patch,0.40499106703532534,Medium
2.2,0,1,473,External,Insecure Direct Object Reference,0.2628509604903443,Low
1.2,0,1,840,External,Weak Authentication,0.24519983544408436,Low
9.2,1,0,563,External,Misconfigured Server,0.9250903897814944,High
3.8,1,0,754,External,Weak Authentication,0.7496566922078385,High
3.3,1,0,205,Internal,SQL Injection,0.4814612804130951,Medium
2.5,0,0,420,External,Open Port / Unnecessary Service,0.3676075909040166,Medium
4.3,0,1,784,External,Broken Access Control,0.38893768492368197,Medium
1.9,0,1,658,Internal,Weak Authentication,0.15849801027132857,Low
9.8,0,0,399,External,Cross-Site Scripting (XSS),0.7021085357842812,High
5.0,0,1,406,Internal,Open Port / Unnecessary Service,0.32338541910064345,Low
9.2,0,0,119,External,Remote Code Execution,0.6252251961099247,Medium
4.1,1,1,753,External,Weak Authentication,0.6906590509500377,High
7.8,0,1,432,Internal,Weak Authentication,0.3321089224444668,Low
9.7,0,1,391,External,Insecure Direct Object Reference,0.6000688981234285,Medium
3.6,1,1,690,External,Open Port / Unnecessary Service,0.6185356426017108,Medium
3.6,0,1,556,External,Cross-Site Scripting (XSS),0.44563088195187406,Medium
8.9,0,0,311,Internal,Open Port / Unnecessary Service,0.5625690851104325,Medium
9.4,0,0,242,External,Cross-Site Scripting (XSS),0.6661513019665973,High
3.2,1,0,662,External,Cross-Site Scripting (XSS),0.7457337335573638,High
2.3,0,1,312,Internal,Sensitive Data Exposure,0.11014808808864801,Low
2.2,1,1,208,External,Sensitive Data Exposure,0.47098326274057317,Medium
7.3,0,0,857,External,Broken Access Control,0.6485453457004453,Medium
9.6,1,0,517,External,Misconfigured Server,0.965445764623887,High
4.8,1,1,517,External,SQL Injection,0.692405540585384,High
6.7,1,1,162,External,Insecure Direct Object Reference,0.6830130817926344,High
5.8,0,1,407,External,Remote Code Execution,0.45268628599415744,Medium
6.0,0,1,496,External,Misconfigured Server,0.479283022197294,Medium
1.4,1,0,832,External,Open Port / Unnecessary Service,0.6231245001997561,Medium
3.0,0,1,873,Internal,Open Port / Unnecessary Service,0.1820508233954321,Low
5.0,0,1,148,Internal,Open Port / Unnecessary Service,0.19834130351767218,Low
6.5,1,1,74,Internal,SQL Injection,0.5917987006788804,Medium
4.8,0,1,136,Internal,SQL Injection,0.23041678057117723,Low
7.0,0,1,441,External,SQL Injection,0.5143151986254428,Medium
4.5,1,1,48,External,Weak Authentication,0.5876277546236371,Medium
3.0,1,0,891,Internal,Misconfigured Server,0.5351505845371076,Medium
9.0,0,1,170,Internal,Weak Authentication,0.3625830448592085,Medium
2.8,1,1,143,External,Cross-Site Scripting (XSS),0.5382207092012345,Medium
4.8,0,1,114,Internal,Cross-Site Scripting (XSS),0.2605938495160489,Low
7.3,0,1,317,External,Open Port / Unnecessary Service,0.5007607754151028,Medium
6.5,1,1,567,External,Insecure Direct Object Reference,0.7669696405259122,High
9.1,0,1,259,Internal,Broken Access Control,0.4395344129950225,Medium
8.8,0,0,672,External,Insecure Direct Object Reference,0.7515261648342992,High
1.1,0,0,867,External,Broken Access Control,0.33816418505902657,Low
5.9,0,1,489,External,Sensitive Data Exposure,0.3607351553390213,Medium
3.6,0,1,600,Internal,Sensitive Data Exposure,0.21695774478761184,Low
8.4,0,0,863,External,Broken Access Control,0.6676849700505664,High
4.7,1,1,699,External,SQL Injection,0.6016186642192004,Medium
8.0,1,1,867,Internal,Open Port / Unnecessary Service,0.6907299345628051,High
2.8,1,1,117,Internal,SQL Injection,0.3957164569627319,Medium
7.9,0,0,605,External,Sensitive Data Exposure,0.6613780412078422,High
8.9,1,0,372,Internal,Remote Code Execution,0.7545478691273322,High
3.5,1,1,689,Internal,Sensitive Data Exposure,0.4556301359901655,Medium
9.6,1,1,59,Internal,Remote Code Execution,0.697994729985549,High
7.5,1,1,276,External,Sensitive Data Exposure,0.8415660886604184,High
1.6,0,1,369,External,Remote Code Execution,0.20830201177706575,Low
1.3,0,1,300,Internal,Broken Access Control,0.07464195668879688,Low
6.5,0,1,388,Internal,Outdated Software / Missing Patch,0.33224854616903793,Low
1.7,1,1,309,External,Remote Code Execution,0.4074273203618967,Medium
4.7,0,1,579,External,Weak Authentication,0.31351824829525704,Low
8.2,1,0,883,Internal,Insecure Direct Object Reference,0.876346474096946,High
1.3,1,1,327,Internal,Broken Access Control,0.23831071898358325,Low
10.0,1,1,118,Internal,Sensitive Data Exposure,0.7353020127883184,High
7.6,1,1,707,External,Sensitive Data Exposure,0.7388665074745493,High
8.4,1,0,154,External,Cross-Site Scripting (XSS),0.848397550417999,High
